Date,Close
2021-08-02 00:00:00-04:00,144.2533416748047
2021-08-03 00:00:00-04:00,146.0773162841797
2021-08-04 00:00:00-04:00,145.67088317871094
2021-08-05 00:00:00-04:00,145.77992248535156
2021-08-06 00:00:00-04:00,145.08497619628906
2021-08-09 00:00:00-04:00,145.0353546142578
2021-08-10 00:00:00-04:00,144.5488739013672
2021-08-11 00:00:00-04:00,144.8070068359375
2021-08-12 00:00:00-04:00,147.8151397705078
2021-08-13 00:00:00-04:00,148.02362060546875
2021-08-16 00:00:00-04:00,150.02902221679688
2021-08-17 00:00:00-04:00,149.1057586669922
2021-08-18 00:00:00-04:00,145.3033905029297
2021-08-19 00:00:00-04:00,145.6409454345703
2021-08-20 00:00:00-04:00,147.12017822265625
2021-08-23 00:00:00-04:00,148.6292266845703
2021-08-24 00:00:00-04:00,148.53985595703125
2021-08-25 00:00:00-04:00,147.28895568847656
2021-08-26 00:00:00-04:00,146.47486877441406
2021-08-27 00:00:00-04:00,147.5272216796875
2021-08-30 00:00:00-04:00,152.0145721435547
2021-08-31 00:00:00-04:00,150.73391723632812
2021-09-01 00:00:00-04:00,151.40899658203125
2021-09-02 00:00:00-04:00,152.54075622558594
2021-09-03 00:00:00-04:00,153.18606567382812
2021-09-07 00:00:00-04:00,155.55880737304688
2021-09-08 00:00:00-04:00,153.990234375
2021-09-09 00:00:00-04:00,152.95773315429688
2021-09-10 00:00:00-04:00,147.89454650878906
2021-09-13 00:00:00-04:00,148.47036743164062
2021-09-14 00:00:00-04:00,147.05068969726562
2021-09-15 00:00:00-04:00,147.95411682128906
2021-09-16 00:00:00-04:00,147.71583557128906
2021-09-17 00:00:00-04:00,145.00555419921875
2021-09-20 00:00:00-04:00,141.90809631347656
2021-09-21 00:00:00-04:00,142.39453125
2021-09-22 00:00:00-04:00,144.7970733642578
2021-09-23 00:00:00-04:00,145.77000427246094
2021-09-24 00:00:00-04:00,145.85935974121094
2021-09-27 00:00:00-04:00,144.32052612304688
2021-09-28 00:00:00-04:00,140.88551330566406
2021-09-29 00:00:00-04:00,141.7988739013672
2021-09-30 00:00:00-04:00,140.47850036621094
2021-10-01 00:00:00-04:00,141.62017822265625
2021-10-04 00:00:00-04:00,138.13551330566406
2021-10-05 00:00:00-04:00,140.09130859375
2021-10-06 00:00:00-04:00,140.97486877441406
2021-10-07 00:00:00-04:00,142.25555419921875
2021-10-08 00:00:00-04:00,141.86837768554688
2021-10-11 00:00:00-04:00,141.77902221679688
2021-10-12 00:00:00-04:00,140.4884033203125
2021-10-13 00:00:00-04:00,139.8927459716797
2021-10-14 00:00:00-04:00,142.72215270996094
2021-10-15 00:00:00-04:00,143.7943572998047
2021-10-18 00:00:00-04:00,145.4920196533203
2021-10-19 00:00:00-04:00,147.6860809326172
2021-10-20 00:00:00-04:00,148.18246459960938
2021-10-21 00:00:00-04:00,148.40087890625
2021-10-22 00:00:00-04:00,147.61656188964844
2021-10-25 00:00:00-04:00,147.56695556640625
2021-10-26 00:00:00-04:00,148.24203491210938
2021-10-27 00:00:00-04:00,147.7754364013672
2021-10-28 00:00:00-04:00,151.46856689453125
2021-10-29 00:00:00-04:00,148.7185516357422
